id,iata_code,name,latitude_deg,longitude_deg,continent,iso_country,iso_region
2338,NTO,Agostinho Neto Airport,17.20280075,-25.09059906,AF,CV,CV-B
2339,BVC,Rabil Airport,16.1364994,-22.88890076,AF,CV,CV-B
2340,GVE,Gordonsville Municipal Airport,38.15599823,-78.165802,NA,US,US-VA
2341,MMO,Maio Airport,15.1559,-23.21369934,AF,CV,CV-S
2342,MTI,Mosteiros Airport,15.04500008,-24.33919907,AF,CV,CV-S
2343,RAI,Praia International Airport,14.92450047,-23.49349976,AF,CV,CV-S
2344,SFL,São Filipe Airport,14.88500023,-24.47999954,AF,CV,CV-S
2345,SNE,Preguiça Airport,16.58839989,-24.28470039,AF,CV,CV-B
2346,VXE,São Pedro Airport,16.83320045,-25.05529976,AF,CV,CV-B
2347,GWN,Gnarowein Airport,-6.555,146.248,OC,PG,PG-MPL
2348,GWW,Gatow Airport,52.47439957,13.13809967,EU,DE,DE-BE
2349,BCG,Bemichi Airport,7.699999809,-59.16666031,SA,GY,GY-BA
2350,BTO,Botopasi Airport,4.217511094,-55.44705391,SA,SR,SR-SI
2351,DOE,Djumu-Djomoe Airport,4.005712611,-55.48164368,SA,SR,SR-SI
2352,LDO,Ladouanie Airport,4.376108283,-55.40705681,SA,SR,SR-SI
2353,WSO,Washabo Airport,5.215277,-57.185302,SA,SR,SR-SI
2354,ADD,Addis Ababa Bole International Airport,8.977890015,38.79930115,AF,ET,ET-AA
2355,AMH,Arba Minch Airport,6.039390087,37.59049988,AF,ET,ET-SN
2356,AXU,Axum Airport,14.14680004,38.77280045,AF,ET,ET-TI
2357,BCO,Baco Airport,5.78287,36.562,AF,ET,ET-SN
2358,BJR,Bahir Dar Airport,11.60809994,37.32160187,AF,ET,ET-AM
2359,BEI,Beica Airport,9.38639,34.5219,AF,ET,ET-OR
2360,DGC,Degah Bur Airport,8.234,43.5673,AF,ET,ET-SO
2361,DSE,Combolcha Airport,11.08250046,39.71139908,AF,ET,ET-AM
2362,DEM,Dembidollo Airport,8.553999901,34.85800171,AF,ET,ET-GA
2363,DBM,Debra Marcos Airport,10.35000038,37.71699905,AF,ET,ET-AM
2364,DIR,Aba Tenna Dejazmach Yilma International Airport,9.624699593,41.85419846,AF,ET,ET-DD
2365,DBT,Debre Tabor Airport,11.96700001,38,AF,ET,ET-AM
2366,FNH,Fincha Airport,9.583000183,37.34999847,AF,ET,ET-OR
2367,GOB,Robe Airport,7.1160634,40.0463033,AF,ET,ET-OR
2368,GNN,Ghinnir Airport,7.150000095,40.71699905,AF,ET,ET-OR
2369,GMB,Gambella Airport,8.128760338,34.56309891,AF,ET,ET-GA
2370,GDQ,Gonder Airport,12.51990032,37.43399811,AF,ET,ET-AM
2371,GDE,Gode Airport,5.935130119,43.57860184,AF,ET,ET-SO
2372,GOR,Gore Airport,8.1614,35.5529,AF,ET,ET-OR
2373,QHR,Harar Meda Airport,8.7163,39.0059,AF,ET,ET-OR
2374,HUE,Humera Airport,14.25,36.58300018,AF,ET,ET-TI
2375,JIJ,Wilwal International Airport,9.3325,42.9121,AF,ET,ET-SO
2376,JIM,Jimma Airport,7.666090012,36.8166008,AF,ET,ET-OR
2377,ABK,Kabri Dehar Airport,6.734,44.252998,AF,ET,ET-SO
2378,LFO,Kelafo East Airport,5.657000065,44.34999847,AF,ET,ET-SO
2379,AWA,Awasa Airport,7.095,38.398333,AF,ET,ET-XSD
2380,LLI,Lalibella Airport,11.97500038,38.97999954,AF,ET,ET-AM
2381,MKS,Mekane Selam Airport,10.7254,38.7415,AF,ET,ET-AM
2382,MQX,Mekele Airport,13.4673996,39.53350067,AF,ET,ET-TI
2383,ETE,Metema Airport,12.93299961,36.16699982,AF,ET,ET-AM
2384,NDM,Mendi Airport,9.767,35.099998,AF,ET,ET-OR
2385,MUJ,Mui River Airport,5.8646,35.7485,AF,ET,ET-SN
2386,MTF,Mizan Teferi Airport,6.9571,35.5547,AF,ET,ET-GA
2387,EGL,Negele Airport,5.2897,39.7023,AF,ET,ET-OR
2388,NEJ,Nejjo Airport,9.55,35.466995,AF,ET,ET-OR
2389,NEK,Nekemte Airport,9.050000191,36.59999847,AF,ET,ET-OR
2390,PWI,Beles Airport,11.3126,36.4164,AF,ET,ET-BE
2391,SXU,Soddu Airport,6.816999912,37.75,AF,ET,ET-OR
2392,SKR,Shakiso Airport,5.6923,38.9764,AF,ET,ET-OR
2393,SZE,Semera Airport,11.7875,40.9915,AF,ET,ET-AF
2394,ASO,Asosa Airport,10.01850033,34.5862999,AF,ET,ET-BE
2395,TIE,Tippi Airport,7.2024,35.415,AF,ET,ET-GA
2396,WAC,Waca Airport,7.166999817,37.16699982,AF,ET,ET-OR
2397,WRA,Warder Airport,6.9724,45.3334,AF,ET,ET-SO
2398,HAY,Haycock Airport,65.2009964,-161.1569977,NA,US,US-AK
2399,HAZ,Hatzfeldhaven Airport,-4.4033,145.2056,OC,PG,PG-MPM
2400,BJM,Bujumbura International Airport,-3.324019909,29.31850052,AF,BI,BI-BM
2401,GID,Gitega Airport,-3.417209,29.911308,AF,BI,BI-GI
2402,KRE,Kirundo Airport,-2.544772,30.094575,AF,BI,BI-KI
2403,HBQ,Haibei Qilian Airport,38.012,100.644,AS,CN,CN-63
2404,HBT,Hambantota Seaplane Base,6.124043,81.103,AS,LK,LK-3
2405,ALU,Alula Airport,11.9582,50.748,AF,SO,SO-BR
2406,BIB,Baidoa Airport,3.102220058,43.62860107,AF,SO,SO-BY
2407,CXN,Candala Airport,11.494,49.9085,AF,SO,SO-BR
2408,BSY,Bardera Airport,2.336111,42.307778,AF,SO,SO-GE
2409,HCM,Eil Airport,8.104,49.82,AF,SO,SO-NU
2410,BSA,Bosaso Airport,11.27530003,49.1493988,AF,SO,SO-BR
2411,GSR,Gardo Airport,9.517000198,49.08300018,AF,SO,SO-BR
2412,HGA,Egal International Airport,9.513207,44.082389,AF,SO,SO-WO
2413,BBO,Berbera Airport,10.38920021,44.94110107,AF,SO,SO-WO
2414,LGX,Lugh Ganane Airport,3.8124,42.5459,AF,SO,SO-GE
2415,KMU,Kisimayu Airport,-0.377353013,42.45920181,AF,SO,SO-JH
2416,MGQ,Aden Adde International Airport,2.01444006,45.30469894,AF,SO,SO-BN
2417,BLW,Beletwene Airport,4.766976,45.2388,AF,SO,SO-HI
2418,CMO,Obbia Airport,5.366666794,48.51666641,AF,SO,SO-MU
2419,GLK,Galcaio Airport,6.780829906,47.45470047,AF,SO,SO-MU
2420,CMS,Scusciuban Airport,10.30000019,50.23300171,AF,SO,SO-BR
2421,ERA,Erigavo Airport,10.64205055,47.38798141,AF,SO,SO-SA
2422,BUO,Burao Airport,9.5275,45.5549,AF,SO,SO-TO
2423,GGR,Garowe Airport,8.457942,48.567407,AF,SO,SO-NU
2424,JIB,Djibouti-Ambouli Airport,11.54730034,43.15950012,AF,DJ,DJ-DJ
2425,AII,Ali-Sabieh Airport,11.146889,42.72,AF,DJ,DJ-AS
2426,MHI,Moucha Airport,11.71666718,43.20000076,AF,DJ,DJ-DJ
2427,OBC,Obock Airport,11.96700001,43.26699829,AF,DJ,DJ-OB
2428,TDJ,Tadjoura Airport,11.78299999,42.91699982,AF,DJ,DJ-TA
2429,SEW,Siwa Oasis North Airport,29.34550095,25.50670052,AF,EG,EG-MT
2430,EMY,El Minya Airport,28.10129929,30.7303009,AF,EG,EG-MN
2431,SQK,Sidi Barrani Airport,31.46660042,25.87800026,AF,EG,EG-MT
2432,DBB,El Alamein International Airport,30.92449951,28.46139908,AF,EG,EG-MT
2433,AAC,El Arish International Airport,31.07329941,33.83580017,AS,EG,EG-SIN
2434,ATZ,Asyut International Airport,27.050754,31.01625,AF,EG,EG-AST
2435,ALY,El Nouzha Airport,31.18390083,29.94890022,AF,EG,EG-ALX
2436,HBE,Borg El Arab International Airport,30.91769981,29.69639969,AF,EG,EG-ALX
2437,ABS,Abu Simbel Airport,22.37599945,31.61170006,AF,EG,EG-ASN
2438,CAI,Cairo International Airport,30.12190056,31.40559959,AF,EG,EG-C
2439,CCE,Capital International Airport,30.064358,31.837643,AF,EG,EG-C
2440,DAK,Dakhla Airport,25.41160011,29.00309944,AF,EG,EG-WAD
2441,HRG,Hurghada International Airport,27.17830086,33.79940033,AF,EG,EG-BA
2442,EGH,El Gora Airport,31.068559,34.129629,AF,EG,EG-SIN
2443,UVL,El Kharga Airport,25.47360039,30.59070015,AF,EG,EG-WAD
2444,LXR,Luxor International Airport,25.671,32.7066,AF,EG,EG-KN
2445,RMF,Marsa Alam International Airport,25.5571003,34.58369827,AF,EG,EG-BA
2446,HMB,Sohag International Airport,26.342778,31.742778,AF,EG,EG-SHG
2447,MUH,Marsa Matruh Airport,31.325399,27.221701,AF,EG,EG-MT
2448,HEO,Haelogo Airport,-9.13658,147.598434,OC,PG,PG-CPM
2449,GSQ,El Oweinat East International Airport,22.585699,28.7166,AF,EG,EG-WAD
2450,PSD,Port Said Airport,31.27939987,32.24000168,AF,EG,EG-SHR
2451,SKV,Saint Catherine International Airport,28.685301,34.0625,AF,EG,EG-JS
2452,SSH,Sharm El Sheikh International Airport,27.97730064,34.39500046,AS,EG,EG-JS
2453,ASW,Aswan International Airport,23.96439934,32.81999969,AF,EG,EG-ASN
2454,SPX,Sphinx International Airport,30.108148,30.89569,AF,EG,EG-GZ
2455,TCP,Taba International Airport,29.58779907,34.77809906,AS,EG,EG-SIN
2456,ELT,El Tor Airport,28.20899963,33.64550018,AS,EG,EG-JS
2457,HEY,Hanchey Army (Fort Rucker) Heliport,31.34600067,-85.65429688,NA,US,US-AL
2458,HGT,Tusi (Hunter Liggett) Army Heliport,35.9935,-121.237,NA,US,US-CA
2459,ASM,Asmara International Airport,15.29189968,38.91070175,AF,ER,ER-SK
2460,MSW,Massawa International Airport,15.67000008,39.37009811,AF,ER,ER-SK
2461,ASA,Assab International Airport,13.07180023,42.64500046,AF,ER,ER-DK
2462,TES,Tessenei Airport,15.104322,36.681711,AF,ER,ER-GB
2463,HPV,Princeville Airport,22.20919991,-159.4459991,NA,US,US-HI
2464,WKL,Waikoloa Heliport,19.9205,-155.8607,NA,US,US-HI
2465,HIA,Lianshui Airport,33.79083333,119.125,AS,CN,CN-32
2466,HIL,Shilavo Airport,6.083330154,44.76670074,AF,ET,ET-SO
2467,ASV,Amboseli Airport,-2.645050049,37.25310135,AF,KE,KE-700
2468,HKB,Healy Lake Airport,63.9958,-144.6926,NA,US,US-AK
2469,EDL,Eldoret International Airport,0.404457986,35.23889923,AF,KE,KE-700
2470,EYS,Eliye Springs Airport,3.216670036,35.96670151,AF,KE,KE-700
2471,KLK,Kalokol Airport,3.49161,35.836777,AF,KE,KE-700
2472,GAS,Garissa Airport,-0.46350801,39.64830017,AF,KE,KE-500
2473,HOA,Hola Airport,-1.521999955,40.00400162,AF,KE,KE-300
2474,NBO,Jomo Kenyatta International Airport,-1.319239974,36.92779922,AF,KE,KE-110
2475,KEU,Keekorok Airport,-1.583,35.25,AF,KE,KE-700
2476,GGM,Kakamega Airport,0.271342009,34.78730011,AF,KE,KE-900
2477,KIS,Kisumu Airport,-0.086139001,34.72890091,AF,KE,KE-600
2478,ILU,Kilaguni Airport,-2.910609961,38.06520081,AF,KE,KE-300
2479,KEY,Kericho Airport,-0.3899,35.242093,AF,KE,KE-700
2480,KTL,Kitale Airport,0.971988976,34.95859909,AF,KE,KE-700
2481,LKG,Lokichoggio Airport,4.204120159,34.34820175,AF,KE,KE-700
2482,LOK,Lodwar Airport,3.121969938,35.6086998,AF,KE,KE-700
2483,LAU,Manda Airstrip,-2.252419949,40.9131012,AF,KE,KE-300
2484,LOY,Loyengalani Airport,2.75,36.71699905,AF,KE,KE-400
2485,NDE,Mandera Airport,3.933000088,41.84999847,AF,KE,KE-500
2486,RBT,Marsabit Airport,2.344254,37.999996,AF,KE,KE-400
2487,MYD,Malindi Airport,-3.229310036,40.10169983,AF,KE,KE-300
2488,MBA,Mombasa Moi International Airport,-4.034830093,39.59420013,AF,KE,KE-300
2489,MRE,Mara Serena Lodge Airstrip,-1.406111,35.008057,AF,KE,KE-700
2490,OYL,Moyale Airport,3.46972,39.101398,AF,KE,KE-400
2491,NYE,Nyeri Airport,-0.364414006,36.97848511,AF,KE,KE-200
2492,NUU,Nakuru Airport,-0.298067,36.159302,AF,KE,KE-700
2493,WIL,Nairobi Wilson Airport,-1.321720004,36.81480026,AF,KE,KE-110
2494,NYK,Nanyuki Airport,-0.062399,37.041008,AF,KE,KE-200
2495,UAS,Buffalo Spring,0.530583,37.534195,AF,KE,KE-700
2496,UKA,Ukunda Airstrip,-4.29333,39.571098,AF,KE,KE-300
2497,WJR,Wajir Airport,1.73324,40.091599,AF,KE,KE-500
2498,SRX,Gardabya Airport,31.06349945,16.59499931,AF,LY,LY-SR
2499,TOB,Gamal Abdel Nasser Airport,31.861,23.907,AF,LY,LY-BU
2500,GHT,Ghat Airport,25.14559937,10.14260006,AF,LY,LY-GT
2501,AKF,Kufra Airport,24.17869949,23.31399918,AF,LY,LY-KF
2502,BEN,Benina International Airport,32.09680176,20.26950073,AF,LY,LY-BA
2503,MJI,Mitiga Airport,32.89410019,13.27600002,AF,LY,LY-TB
2504,LAQ,La Abraq Airport,32.7887001,21.96430016,AF,LY,LY-JA
2505,SEB,Sabha Airport,26.98699951,14.47249985,AF,LY,LY-SB
2506,TIP,Tripoli International Airport,32.66350174,13.1590004,AF,LY,LY-TB
2507,LMQ,Marsa Brega Airport,30.37809944,19.57640076,AF,LY,LY-WA
2508,NFR,Nafurah 1 Airport,29.2132,21.5924,AF,LY,LY-WA
2509,HUQ,Hon Airport,29.1101,15.9656,AF,LY,LY-JU
2510,LTD,Ghadames East Airport,30.15169907,9.715310097,AF,LY,LY-NL
2511,ZIS,Alzintan Airport,31.774878,12.25006,AF,LY,LY-JG
2512,WAX,Zwara Airport,32.952301,12.0155,AF,LY,LY-NQ
2513,EDQ,Erandique Airport,14.235833,-88.437225,NA,HN,HN-LE
2514,HOO,Nhon Co Airfield,11.9787,107.5638,AS,VN,VN-33
2515,HRC,Sary Su Airport,48.3974,70.1915,AS,KZ,KZ-KAR
2516,GYI,Gisenyi Airport,-1.67719996,29.25889969,AF,RW,RW-04
2517,BTQ,Butare Airport,-2.595829964,29.73670006,AF,RW,RW-05
2518,KGL,Kigali International Airport,-1.96863,30.1395,AF,RW,RW-01
2519,RHG,Ruhengeri Airport,-1.5,29.63299942,AF,RW,RW-03
2520,KME,Kamembe Airport,-2.462239981,28.90789986,AF,RW,RW-04
2521,ATB,Atbara Airport,17.71034431,34.05701828,AF,SD,SD-04
2522,EDB,El Debba Airport,18.0146,30.9595,AF,SD,SD-01
2523,DOG,Dongola Airport,19.15390015,30.43009949,AF,SD,SD-01
2524,RSS,Damazin Airport,11.7859,34.3367,AF,SD,SD-24
2525,HGI,"Paloich Airport, Heliport",10.529167,32.500556,AF,SS,SS-23
2526,ELF,El Fasher Airport,13.61489964,25.32460022,AF,SD,SD-02
2527,GSU,Azaza Airport,14.13300037,35.31700134,AF,SD,SD-06
2528,DNX,Galegu Airport,12.53299999,35.06700134,AF,SD,SD-25
2529,EGN,Geneina Airport,13.48169994,22.46719933,AF,SD,SD-12
2530,HEG,Heglig Airport,9.994933,29.397718,AF,SD,SD-13
2531,HSJ,Shangjie Airport,34.842153,113.273983,AS,CN,CN-41
2532,KSL,Kassala Airport,15.38749981,36.3288002,AF,SD,SD-05
2533,GBU,Khashm El Girba Airport,14.92500019,35.87799835,AF,SD,SD-06
2534,KST,Kosti Airport,13.183,32.733002,AF,SD,SD-08
2535,KDX,Kadugli Airport,11.13799953,29.7010994,AF,SD,SD-13
2536,RBX,Rumbek Airport,6.824999809,29.66900063,AF,SS,SS-18
2537,MWE,Merowe New Airport,18.44333333,31.84333333,AF,SD,SD-01
2538,NUD,En Nahud Airport,12.66699982,28.33300018,AF,SD,SD-09
2539,UYL,Nyala Airport,12.05350018,24.95619965,AF,SD,SD-11
2540,NHF,New Halfa Airport,15.3556,35.727798,AF,SD,SD-05
2541,EBD,El Obeid Airport,13.15320015,30.23270035,AF,SD,SD-09
2542,PZU,Port Sudan New International Airport,19.43359947,37.23410034,AF,SD,SD-26
2543,JUB,Juba International Airport,4.872010231,31.60110092,AF,SS,SS-17
2544,MAK,Malakal Airport,9.558970451,31.6522007,AF,SS,SS-23
2545,KRT,Khartoum International Airport,15.58950043,32.55319977,AF,SD,SD-03
2546,WHF,Wadi Halfa Airport,21.802698,31.521578,AF,SD,SD-01
2547,DNI,Wad Medani Airport,14.383605,33.526387,AF,SD,SD-07
2548,WUU,Wau Airport,7.725830078,27.97500038,AF,SS,SS-14
2549,ZLX,Zalingei Airport,12.9437,23.5631,AF,SD,SD-12
2550,ARK,Arusha Airport,-3.367789984,36.63330078,AF,TZ,TZ-01
2551,BKZ,Bukoba Airport,-1.332,31.8212,AF,TZ,TZ-05
2552,DAR,Julius Nyerere International Airport,-6.87811,39.202599,AF,TZ,TZ-02
2553,DOD,Dodoma Airport,-6.170440197,35.75260162,AF,TZ,TZ-03
2554,MBI,Songwe Airport,-8.919942,33.273981,AF,TZ,TZ-14
2555,IRI,Iringa Airport,-7.668630123,35.7521019,AF,TZ,TZ-04
2556,TKQ,Kigoma Airport,-4.8862,29.6709,AF,TZ,TZ-08
2557,KIY,Kilwa Masoko Airport,-8.91123,39.508619,AF,TZ,TZ-12
2558,JRO,Kilimanjaro International Airport,-3.42941,37.074501,AF,TZ,TZ-01
2559,LDI,Lindi Airport,-9.85111,39.757801,AF,TZ,TZ-12
2560,LKY,Lake Manyara Airport,-3.37631011,35.81829834,AF,TZ,TZ-26
2561,HTM,Khatgal Airport,50.435988,100.139532,AS,MN,MN-041
2562,MFA,Mafia Island Airport,-7.917478,39.668502,AF,TZ,TZ-19
2563,MWN,Mwadui Airport,-3.521332,33.615542,AF,TZ,TZ-22
2564,XMI,Masasi Airport,-10.7329998,38.76699829,AF,TZ,TZ-17
2565,NPY,Mpanda Airport,-6.355374,31.084116,AF,TZ,TZ-20
2566,QSI,Moshi Airport,-3.363329887,37.32690048,AF,TZ,TZ-09
2567,MYW,Mtwara Airport,-10.33909988,40.18180084,AF,TZ,TZ-17
2568,MUZ,Musoma Airport,-1.503,33.8021,AF,TZ,TZ-13
2569,MWZ,Mwanza Airport,-2.444489956,32.93270111,AF,TZ,TZ-18
2570,NCH,Nachingwea Airport,-10.35750008,38.77920151,AF,TZ,TZ-12
2571,JOM,Njombe Airport,-9.350000381,34.79999924,AF,TZ,TZ-04
2572,PMA,Pemba Airport,-5.257259846,39.81140137,AF,TZ,TZ-25
2573,SEU,Seronera Airport,-2.45806,34.822498,AF,TZ,TZ-13
2574,SGX,Songea Airport,-10.68299961,35.58300018,AF,TZ,TZ-21
2575,SUT,Sumbawanga Airport,-7.948889,31.610278,AF,TZ,TZ-20
2576,SHY,Shinyanga Airport,-3.6093,33.5035,AF,TZ,TZ-22
2577,TBO,Tabora Airport,-5.07638979,32.83330154,AF,TZ,TZ-24
2578,TGT,Tanga Airport,-5.09236002,39.07120132,AF,TZ,TZ-25
2579,ZNZ,Abeid Amani Karume International Airport,-6.22202,39.224899,AF,TZ,TZ-07
2580,RUA,Arua Airport,3.049999952,30.91699982,AF,UG,UG-N
2581,EBB,Entebbe International Airport,0.042386,32.443501,AF,UG,UG-C
2582,ULU,Gulu Airport,2.805560112,32.27180099,AF,UG,UG-N
2583,JIN,Jinja Airport,0.449999988,33.20000076,AF,UG,UG-E
2584,KLA,Kololo Airstrip,0.3262,32.594,AF,UG,UG-C
2585,PAF,Pakuba Airfield,2.32639,31.497801,AF,UG,UG-W
2586,KSE,Kasese Airport,0.182999998,30.10000038,AF,UG,UG-W
2587,MBQ,Mbarara Airport,-0.555278,30.5994,AF,UG,UG-W
2588,KCU,Masindi Airport,1.758059978,31.73670006,AF,UG,UG-W
2589,SRT,Soroti Airport,1.727689981,33.62279892,AF,UG,UG-E
2590,TRY,Tororo Airport,0.683000028,34.16699982,AF,UG,UG-E
2591,HWA,Hawabango Airport,-7.392994,146.003487,OC,PG,PG-GPK
2592,HYL,Hollis Clark Bay Seaplane Base,55.48160172,-132.6459961,NA,US,US-AK
2593,IBI,Iboki Airport,-5.5536,149.19,OC,PG,PG-WBK
2594,IBL,Indigo Bay Lodge Airport,-21.708,35.452801,AF,MZ,MZ-I
2595,ICO,Sicogon Airstrip,11.4595,123.2506,AS,PH,PH-ILI
2596,PPJ,Pulau Panjang Airport,-5.644444,106.5625,AS,ID,ID-JB
2597,JBB,"Noto Hadinegoro, Jember Airport",-8.238056,113.694439,AS,ID,ID-JI
2598,BWX,Blimbingsari Airport,-8.31015,114.3401,AS,ID,ID-JI
2599,AAP,Aji Pangeran Tumenggung Pranoto International Airport,-0.374448,117.249392,AS,ID,ID-KI
2600,BXW,Bawean Airport,-5.723676,112.679592,AS,ID,ID-JI
2601,AAS,Apalapsili Airport,-3.8832,139.3108,AS,ID,ID-PA
2602,AGD,Anggi Airport,-1.3858,133.8737,AS,ID,ID-PB
2603,AKQ,Gunung Batin Airport,-4.611139774,105.2320023,AS,ID,ID-LA
2604,AYW,Ayawasi Airport,-1.1593,132.4633,AS,ID,ID-PB
2605,BJG,Boalang Airport,-0.97289598,122.1449966,AS,ID,ID-ST
2606,BXM,Batom Airport,-4.166669846,140.8500061,AS,ID,ID-PA
2607,DRH,Dabra Airport,-3.2705,138.6132,AS,ID,ID-PA
2608,ELR,Elelim Airport,-3.7826,139.3861,AS,ID,ID-PA
2609,EWE,Ewer Airport,-5.494,138.083,AS,ID,ID-PA
2610,FOO,Kornasoren Airfield,-0.936325014,134.871994,AS,ID,ID-PA
2611,GAV,Gag Island Airport,-0.400555998,129.8950043,AS,ID,ID-PB
2612,IUL,Ilu Airport,-3.7051,138.2002,AS,ID,ID-PA
2613,KBF,Karubaga Airport,-3.684,138.479,AS,ID,ID-PA
2614,KBX,Kambuaya Airport,-1.3169,132.2857,AS,ID,ID-PB
2615,KCD,Kamur Airport,-6.1851,138.6372,AS,ID,ID-PA
2616,KCI,Kon Airport,-8.349193,127.050793,AS,TL,TL-LA
2617,KEA,Keisah Airport,-7.666669846,140.5,AS,ID,ID-PA
2618,KMM,Kiman Airport,-3.666670084,136.1666718,AS,ID,ID-PA
2619,KOD,Kotabangun Airport,-0.266669989,116.5833359,AS,ID,ID-KI
2620,KRC,Departi Parbo Airport,-2.093,101.4683,AS,ID,ID-JA
2621,KWB,Dewadaru Airport,-5.80091,110.47838,AS,ID,ID-JT
2622,LLN,Kelila Airport,-3.75,138.6666718,AS,ID,ID-PA
2623,LWE,Lewoleba Airport,-8.3629,123.438,AS,ID,ID-NT
2624,LYK,Lunyuk Airport,-8.9889,117.2158,AS,ID,ID-NB
2625,MJY,Mangunjaya Airport,-2.733330011,103.5670013,AS,ID,ID-SS
2626,MPT,Maliana airport,-8.167739868,125.0090027,AS,ID,ID-NT
2627,MSI,Masalembo Airport,-5.583330154,114.4329987,AS,ID,ID-JI
2628,MUF,Muting Airport,-7.3147,140.5668,AS,ID,ID-PA
2629,NAF,Banaina Airport,2.723050117,117.1259995,AS,ID,ID-KU
2630,OBD,Obano Airport,-3.9106,136.2306,AS,ID,ID-PA
2631,PUM,Pomala Airport,-4.181089878,121.6179962,AS,ID,ID-SG
2632,PWL,Purwokerto Airport,-7.461669922,109.4169998,AS,ID,ID-JT
2633,RAQ,Sugimanuru Airport,-4.760557,122.569371,AS,ID,ID-SG
2634,RKI,Rokot Airport,-0.949999988,100.75,AS,ID,ID-SB
2635,RTI,Roti Airport,-10.48429966,123.3740005,AS,ID,ID-NT
2636,RUF,Yuruf Airport,-3.6333,140.958,AS,ID,ID-PA
2637,RZS,Sawan Airport,-8.132780075,115.1729965,AS,ID,ID-BA
2638,SAE,Sangir Airport,-8.366669655,118.3333588,AS,ID,ID-NB
2639,TBM,Tumbang Samba Airport,-1.4694,113.0833,AS,ID,ID-KT
2640,TMY,Tiom Airport,-3.9256,138.4555,AS,ID,ID-PA
2641,ZEG,Senggo Airport,-5.6908,139.3502,AS,ID,ID-PA
2642,UGU,Bilogai-Sugapa Airport,-3.73956,137.031998,AS,ID,ID-PA
2643,IDN,Indagen Airport,-6.22663,147.244,OC,PG,PG-MPL
2644,ILX,Ileg Airport,-5.4917,145.8022,OC,PG,PG-MPM
2645,IMA,Iamalele Airport,-9.5107,150.5246,OC,PG,PG-MBA
2646,IMG,Inhaminga Airport,-18.41,35.0045,AF,MZ,MZ-S
2647,PYG,Pakyong Airport,27.2313,88.587196,AS,IN,IN-SK
2648,VDY,Vijayanagar Aerodrome (JSW),15.17496667,76.63494722,AS,IN,IN-KA
2649,JGB,Jagdalpur Airport,19.07430077,82.03679657,AS,IN,IN-CT
2650,NVY,Neyveli Airport,11.61295605,79.5273819,AS,IN,IN-TN
2651,RJI,Rajouri Airport,33.37789917,74.31520081,AS,IN,IN-JK
2652,TEI,Tezu Airport,27.94120026,96.13439941,AS,IN,IN-AR
2653,INE,Chinde Airport,-18.59,36.4489,AF,MZ,MZ-Q
2654,IOK,Iokea Airport,-8.401,146.277,OC,PG,PG-GPK
2655,IOP,Ioma Airport,-8.3614,147.84,OC,PG,PG-NPP
2656,KHA,Khaneh Airport,36.73334122,45.15000153,AS,IR,IR-02
2657,GSM,Qeshm International Airport,26.754639,55.902353,AS,IR,IR-23
2658,IRU,Iranamadu Seaplane Base,9.299746,80.448627,AS,LK,LK-4
2659,ISG,New Ishigaki Airport,24.396389,124.245,AS,JP,JP-47
2660,TQR,San Domino Island Heliport,42.117775,15.490655,EU,IT,IT-75
2661,ITK,Itokama Airport,-9.201527,148.264261,OC,PG,PG-NPP
2662,IUS,Inus Airport,-5.7568,155.1498,OC,PG,PG-NSB
2663,IVH,Ivishak Airport,69.4066,-148.2881,NA,US,US-AK
2664,IVI,Viveros Island Airport,8.4693,-79.0016,NA,PA,PA-8
2665,JGD,Jiagedaqi Airport,50.371389,124.1175,AS,CN,CN-23
2666,JIC,Jinchuan Airport,38.54222222,102.3483333,AS,CN,CN-62
2667,JIO,Jos Orno Imsula Airport,-8.13911,127.9075,AS,ID,ID-MA
2668,JIQ,Qianjiang Wulingshan Airport,29.51333333,108.8311111,AS,CN,CN-50
2669,JJD,Comandante Ariston Pessoa Airport,-2.906425,-40.357338,SA,BR,BR-CE
2670,JLA,Quartz Creek Airport,60.48270035,-149.7189941,NA,US,US-AK
2671,JNZ,Jinzhou Bay Airport,40.936032,121.277114,AS,CN,CN-21
2672,JOP,Josephstaal Airport,-4.747083333,145.0070833,OC,PG,PG-MPM
2673,JPB,Pan Am Building Heliport,40.7533,-73.9765,NA,US,US-NY
2674,JPN,Pentagon Army Heliport,38.87409973,-77.05750275,NA,US,US-DC
2675,JRA,West 30th St. Heliport,40.754501,-74.007103,NA,US,US-NY
2676,JRB,Downtown-Manhattan/Wall St Heliport,40.70119858,-74.00900269,NA,US,US-NY
2677,JUH,Jiuhuashan Airport,30.7403,117.6856,AS,CN,CN-34
2678,AMK,Animas Air Park,37.20320129,-107.8690033,NA,US,US-CO
2679,BDX,Broadus Airport,45.47249985,-105.4540024,NA,US,US-MT
2680,EUE,Eureka Airport,39.60419846,-116.0049973,NA,US,US-NV
2681,KPT,Jackpot Airport/Hayden Field,41.97600174,-114.6579971,NA,US,US-NV
2682,RLA,Rolla Downtown Airport,37.93569946,-91.81349945,NA,US,US-MO
2683,FID,Elizabeth Field,41.25130081,-72.03160095,NA,US,US-NY
2684,HUD,Humboldt Municipal Airport,42.73609924,-94.24520111,NA,US,US-IA
2685,TWD,Jefferson County International Airport,48.05379868,-122.810997,NA,US,US-WA
2686,MVM,Kayenta Airport,36.716444,-110.228444,NA,US,US-AZ
